Country Name,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Dominica,GDP per capita (constant 2015 US$),7885.76218710203,7846.02849210952,7755.63860249569,7612.33600928235,7899.649940693,7679.83293618857,7983.23571599345,7575.63365328777,7881.43631947783,8351.12522914571,6996.13658633828,7519.49355098053,7984.01911049722,8399.96601368496
Dominica,"Life expectancy at birth, total (years)",71.68,71.517,71.391,71.228,71.189,69.968,71.189,68.62,71.378,71.305,71.269,69.832,71.081,71.132
Dominican Republic,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",92,91,89,91,95,102,106,104,107,118,121,153,124,124
Dominican Republic,GDP per capita (constant 2015 US$),5698.41429685183,5802.84238987035,5886.66561521702,6098.90503670225,6451.88289713534,6819.93225155181,7193.70124923098,7447.94340728752,7882.85726898612,8195.9832061503,7565.84276444044,8406.36934183752,8730.59334982646,8857.40278693789
Dominican Republic,"Life expectancy at birth, total (years)",72.039,72.496,72.817,73.038,73.145,72.982,72.889,73.37,73.555,73.112,72.636,71.757,74.211,73.72
Ecuador,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",80,77,72,68,65,64,65,62,61,62,91,93,69,55
Ecuador,GDP per capita (constant 2015 US$),5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.09567428953,5971.38938386723,5355.68933100132,5836.16760887012,6148.02265521212,6238.15868442687
Ecuador,"Life expectancy at birth, total (years)",75.188,75.179,75.486,75.832,76.141,76.222,76.094,76.22,77.248,77.286,72.004,72.746,76.577,77.392
"Egypt, Arab Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",32,31,29,27,26,24,23,21,20,19,31,42,24,17
"Egypt, Arab Rep.",GDP per capita (constant 2015 US$),3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.24924442966
"Egypt, Arab Rep.","Life expectancy at birth, total (years)",69.078,69.232,69.464,69.632,69.911,70.135,70.437,70.709,70.974,71.213,69.79,68.976,71.01,71.633
El Salvador,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",34,35,36,39,41,43,43,44,43,40,48,58,39,39
El Salvador,GDP per capita (constant 2015 US$),3398.49346060363,3514.069144355,3601.44222914588,3665.1547327058,3713.94992016222,3790.34089108162,3875.84691357954,3954.84014277572,4046.16291720583,4143.11437097867,3808.53195436409,4247.54750394978,4349.40019721335,4481.19664108356
El Salvador,"Life expectancy at birth, total (years)",70.909,71.192,71.42,71.225,71.144,70.952,70.908,71.007,71.384,71.725,70.244,69.941,71.969,72.099
Equatorial Guinea,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",259,254,245,236,227,222,216,212,204,198,196,202,183,174
Equatorial Guinea,GDP per capita (constant 2015 US$),10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331
Equatorial Guinea,"Life expectancy at birth, total (years)",58.344,58.827,59.301,59.784,60.228,60.635,61.081,61.481,61.915,62.297,62.141,62.447,63.355,63.707
Eritrea,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",498,478,458,443,430,413,395,379,363,351,334,338,301,291
Eritrea,GDP per capita (constant 2015 US$),701.014524591061,838.999267578125,7559.5628483956,NA,NA,7078.86032298969,NA,3666.20189700038,NA,NA,4692.43176532252,7390.30811727832,2066.17306715611,7198.59762998782
Eritrea,"Life expectancy at birth, total (years)",63.665,64.231,64.697,65.005,65.517,65.909,66.242,66.612,66.979,67.306,66.98,66.94,67.789,68.624
Estonia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",8,9,8,6,7,6,7,5,5,6,6,8,7,5
Estonia,GDP per capita (constant 2015 US$),14657.9387698819,15820.9215165125,16460.6838753207,16809.532320526,17413.6860003066,17722.1557669523,18264.9867328144,19270.8138248569,19914.3445867336,20579.875480866,19946.944991505,21351.394868,21080.6519716684,20123.422189306
Estonia,"Life expectancy at birth, total (years)",75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147,78.5951219512195,76.9439024390244,77.8439024390244,78.490243902439
Eswatini,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",752,765,613,491,369,283,213,151,133,96,102,219,112,118
Eswatini,GDP per capita (constant 2015 US$),3023.35956185278,3074.20267496598,3222.72150185206,3329.00880495832,3367.36337022137,3393.53367834668,3492.83223049081,3552.08584648306,3546.53861936884,3687.99051427485,3542.91502785498,3621.25805750801,3582.22100266559,3726.43642993545
Eswatini,"Life expectancy at birth, total (years)",48.331,49.057,50.714,52.11,53.491,54.941,56.228,57.574,58.707,59.85,59.862,58.228,63.028,64.123
Ethiopia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",619,588,545,494,444,401,364,327,297,269,244,250,207,195
Ethiopia,GDP per capita (constant 2015 US$),438.78661648794,474.159034335211,500.919355284732,539.072451759433,578.632922927813,621.845673808133,662.32729587522,706.164227289541,734.227726626757,774.512169391667,799.47559497498,822.305881002002,843.643330424579,875.373675519289
Ethiopia,"Life expectancy at birth, total (years)",59.709,60.595,61.443,62.161,62.927,63.592,64.162,64.766,65.257,65.741,65.969,65.33,66.897,67.315
Fiji,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",40,39,42,40,38,37,38,34,35,34,34,68,32,30
Fiji,GDP per capita (constant 2015 US$),4272.35918954633,4375.58089378139,4427.97848460232,4630.35130732961,4883.2430712014,5097.53108832569,5218.85826502641,5500.67845379668,5720.21451226628,5701.10441245577,4729.3813514501,4489.96065328578,5362.78686266554,5736.82889741943
Fiji,"Life expectancy at birth, total (years)",66.778,66.88,65.812,66.545,66.581,66.48,66.657,67.06,66.965,67.009,66.924,64.904,67.148,67.316
Finland,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",8,7,8,8,7,7,7,8,8,8,9,8,8,8
Finland,GDP per capita (constant 2015 US$),43556.5386411304,44391.4537002772,43507.9345996826,42883.6385589185,42502.4881250833,42560.3456767103,43529.676196739,44862.2204947012,45337.2411058586,45898.5709888883,44690.9801797392,45818.0762904738,46356.2256378669,45588.5130643088
Finland,"Life expectancy at birth, total (years)",79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683,81.9317073170732,81.8853658536585,81.1878048780488,81.6853658536585
France,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",9,9,9,9,9,9,9,8,9,8,9,9,9,7
France,GDP per capita (constant 2015 US$),35578.1967958814,36269.9561589984,36161.2918334209,36256.0866889623,36444.3949135827,36702.4323733379,36920.5342871045,37580.5979319486,38062.4435971517,38705.2072997191,35709.204585868,38030.8571728494,38881.2230653186,39117.4845009362
France,"Life expectancy at birth, total (years)",81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.719512195122,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,82.1292682926829,82.9292682926829
Gabon,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",144,149,173,235,273,239,215,184,176,179,194,249,216,233
Gabon,GDP per capita (constant 2015 US$),6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966529444,6479.0490069252,6527.48207900404,6541.69710787282
Gabon,"Life expectancy at birth, total (years)",64.715,65.102,65.438,65.751,66.07,66.336,66.583,66.816,67.043,67.337,67.073,67.072,67.713,68.337
"Gambia, The","Maternal mortality ratio (modeled estimate, per 100,000 live births)",632,634,628,606,561,527,490,469,450,422,400,420,365,354
"Gambia, The",GDP per capita (constant 2015 US$),701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316,727.838723280227
"Gambia, The","Life expectancy at birth, total (years)",61.167,61.561,61.9,62.252,62.576,62.971,63.386,63.708,64.034,64.427,64.418,63.847,64.859,65.86
Georgia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",41,37,35,34,32,30,28,27,24,22,30,60,22,20
Georgia,GDP per capita (constant 2015 US$),3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.6535484530305,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.62059946106
Georgia,"Life expectancy at birth, total (years)",71.732,72.485,72.672,73.025,73.105,73.241,73.136,73.435,73.985,74.165,73.509,71.635,74.141,74.496
Germany,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",5,5,5,5,5,5,4,4,4,4,4,4,4,4
Germany,GDP per capita (constant 2015 US$),38517.4397860109,40712.6577363042,40829.034893805,40875.0262803178,41588.0763875592,41911.0109851054,42528.0637107828,43520.1864212996,43874.0130936092,44207.6320519514,42362.6472136853,43898.7713167519,44180.4298386996,44336.7775157399
Germany,"Life expectancy at birth, total (years)",79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.6080487804878,80.5414634146342
Ghana,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",363,356,351,338,317,310,296,287,276,260,253,264,239,234
Ghana,GDP per capita (constant 2015 US$),1380.3675278719,1536.86037125821,1639.51876204035,1717.52646443251,1725.29387642979,1721.69964380717,1739.72659778545,1840.29925048368,1914.26001947098,1998.3081197152,1968.96680139824,2028.78406599559,2066.17306715611,2086.80608066
Ghana,"Life expectancy at birth, total (years)",61.297,61.617,61.995,62.397,62.832,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498
Greece,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",4,4,4,4,4,5,5,5,5,5,7,9,10,5
Greece,GDP per capita (constant 2015 US$),21547.7241895964,19448.2557511168,17924.6620516477,17644.8766792834,17903.5252559978,17980.7298238137,18049.9289175756,18352.0884111283,18769.0390099773,19216.6760037219,17486.9513800415,19232.968382872,20595.4953496212,21139.1916750925
Greece,"Life expectancy at birth, total (years)",80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.7878048780488,81.5365853658537
Grenada,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",43,44,44,44,45,46,44,45,46,48,51,52,50,48
Grenada,GDP per capita (constant 2015 US$),7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8781.46248494156,9406.19337643226,9727.65202554404
Grenada,"Life expectancy at birth, total (years)",74.731,74.861,74.961,75.022,75.045,75.037,75.01,74.977,74.957,74.971,75.019,74.522,75.151,75.205
Guatemala,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",127,120,115,111,111,112,110,107,107,106,102,125,97,94
Guatemala,GDP per capita (constant 2015 US$),3546.62571191838,3621.37399118594,3655.57305040072,3717.30452588449,3809.61576365876,3893.50521848131,3924.77882449793,3972.74046152097,4040.21201503384,4139.12191663003,4005.83899021249,4268.29515043474,4385.46451827029,4470.75416315328
Guatemala,"Life expectancy at birth, total (years)",69.885,70.321,70.722,70.878,70.942,70.915,71.215,71.583,71.496,71.639,69.971,67.858,71.206,72.602
Guinea,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",750,728,703,682,664,642,606,582,560,548,528,533,500,494
Guinea,GDP per capita (constant 2015 US$),675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337,1028.47369985676
Guinea,"Life expectancy at birth, total (years)",56.431,56.778,57.117,57.459,57.581,57.899,58.49,58.715,59.043,59.379,59.35,59.373,60.432,60.74
Guinea-Bissau,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",698,678,704,707,662,631,617,597,585,598,603,617,539,505
Guinea-Bissau,GDP per capita (constant 2015 US$),625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,662.44946768667,677.466131311367,686.456819839526,707.793673750722,702.120599916994,729.02322186963,745.690895064907,767.044183086551
Guinea-Bissau,"Life expectancy at birth, total (years)",56.999,57.663,58.27,58.879,59.476,60.071,60.619,61.148,61.652,62.161,61.343,61.653,63.605,64.085
Guyana,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",141,135,133,128,121,117,114,110,105,107,109,189,83,75
Guyana,GDP per capita (constant 2015 US$),4860.09110980566,5133.89539813637,5403.79899428921,5573.3421790463,5635.71704117947,5640.41560569466,5818.61682204646,5997.18271426826,6080.90612132746,6278.63054079553,9010.61000469878,10712.0000592312,17365.3330363732,23102.6662867381
Guyana,"Life expectancy at birth, total (years)",66.204,66.469,66.443,66.71,67.334,67.719,68.069,68.543,68.829,69.067,67.751,64.323,69.888,70.18
Haiti,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",398,409,385,380,373,364,356,351,358,351,346,385,331,328
Haiti,GDP per capita (constant 2015 US$),1317.58389339746,1369.16921255852,1354.88546124499,1392.38204736859,1411.76834802154,1411.12684746796,1416.74881879698,1432.67228609541,1437.35251928349,1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448,1219.11871645847
Haiti,"Life expectancy at birth, total (years)",45.577,61.581,62.273,62.624,62.969,63.224,63.325,63.832,64.077,64.328,63.773,62.613,63.948,64.936
Honduras,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",72,68,64,62,60,57,55,53,52,51,57,88,48,47
Honduras,GDP per capita (constant 2015 US$),2108.47314459603,2144.56265540491,2188.39378817891,2205.40126728067,2229.24772232218,2271.20265980349,2315.72983058198,2383.37398439714,2430.13503657762,2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714,2527.43851176243
Honduras,"Life expectancy at birth, total (years)",69.77,70.116,70.46,70.765,71.032,71.323,71.615,71.805,72.001,72.124,70.864,69.492,72.715,72.884
Hungary,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",13,14,13,13,13,13,13,14,14,13,18,30,14,12
Hungary,GDP per capita (constant 2015 US$),11307.7161991209,11551.4989289342,11466.1419094704,11705.0092523564,12233.299367172,12717.038597002,13035.3528590909,13628.4044885706,14377.4241602939,15083.5991718742,14437.8088480852,15521.3815852251,16343.0586949566,16282.830349083
Hungary,"Life expectancy at birth, total (years)",74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,75.8170731707317,76.0658536585366,76.3195121951219,75.419512195122,74.0658536585366,75.8682926829268,76.7707317073171
Iceland,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",5,4,4,4,4,4,3,3,4,4,12,5,5,3
Iceland,GDP per capita (constant 2015 US$),48193.7014041013,48933.5456614347,49191.574417162,50946.8162625339,51233.2440468041,52951.6815110898,55513.6423015865,56501.4576788793,57697.8044237427,57493.4195335925,52641.7234828803,54506.7280464878,57933.4748261586,59096.4444709589
Iceland,"Life expectancy at birth, total (years)",81.8975609756097,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561,83.1634146341463,83.0634146341463,83.1658536585366,82.119512195122,82.6073170731707
India,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",188,173,160,148,137,129,121,113,107,101,101,155,90,80
India,GDP per capita (constant 2015 US$),1235.15939133951,1281.61054354933,1333.09626557668,1399.4537980287,1484.31640682913,1583.99815907985,1694.46534973825,1788.69770318446,1883.35772705062,1936.03067741067,1806.50110583878,1965.30943437506,2086.07688562779,2236.31279250417
India,"Life expectancy at birth, total (years)",67.162,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698,72.003
Indonesia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",242,230,220,208,198,190,182,173,168,161,184,226,148,140
Indonesia,GDP per capita (constant 2015 US$),2670.81290999304,2799.62468800564,2930.51844543024,3055.2424601765,3170.72103023033,3288.22269737572,3416.81005183476,3553.51999275326,3701.32155475457,3850.90321753072,3739.44906576846,3850.68877267995,4024.92074265014,4192.62390181339
Indonesia,"Life expectancy at birth, total (years)",68.364,68.629,68.862,69.064,69.292,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925,71.146
"Iran, Islamic Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",27,26,25,24,23,22,21,20,19,18,34,51,21,16
"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),5249.06133359393,5321.75870744451,5058.64637811833,4916.97291948474,5093.20319702186,4952.73355532178,5312.61724954192,5381.18709991831,5215.34606957702,5000.98599002449,5127.95975696418,5325.54680453553,5460.69457075433,5667.52647829172
"Iran, Islamic Rep.","Life expectancy at birth, total (years)",74.39,74.721,75.039,75.349,75.635,75.907,76.155,76.396,76.621,76.855,74.141,73.752,76.799,77.654
Iraq,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",107,105,100,96,90,86,87,81,76,74,63,77,59,66
Iraq,GDP per capita (constant 2015 US$),3881.94327045302,4030.01686860986,4387.90469058707,4504.82687537354,4446.97343234862,4440.14189252367,4932.9272911439,4736.32710809857,4749.00921836896,4898.14897652181,4213.99843766061,4182.50064045825,4399.948027123,4175.70315667132
Iraq,"Life expectancy at birth, total (years)",68.092,68.435,68.827,69.047,69.679,69.977,68.683,69.788,71.116,71.245,69.651,70.704,72.037,72.324
Ireland,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",6,6,6,5,5,5,4,4,5,4,6,6,7,4
Ireland,GDP per capita (constant 2015 US$),47040.3543858023,47607.8852921203,47217.4433846332,47999.1237980737,52098.1049579337,64311.8234684057,64367.4069016353,70069.0995778991,74427.5520727589,77117.1897861686,81791.0934649925,94184.0378160321,99677.473101993,91647.7688541174
Ireland,"Life expectancy at birth, total (years)",80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903,82.4560975609756,82.2536585365854,82.509756097561,82.8609756097561
Israel,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",3,3,3,3,3,3,3,3,3,3,3,3,3,2
Israel,GDP per capita (constant 2015 US$),33112.7068111258,34314.6503871244,34542.8817579662,35338.6242052342,36013.6686508041,36123.9907881129,36969.741657336,37809.4415224874,38599.1089040283,39302.6518220125,38049.9903345588,40911.4355330311,42710.4017586756,42852.5810267712
Israel,"Life expectancy at birth, total (years)",81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903,82.8048780487805,82.6487804878049,82.5,82.7,83.1951219512195
Italy,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",8,8,8,8,8,8,8,8,7,7,8,7,10,6
Italy,GDP per capita (constant 2015 US$),32220.4860698495,32388.8180099136,31292.1311312137,30369.1293679326,30091.3481539205,30387.1293187854,30815.0869082281,31356.224035187,31675.5758014951,32180.4341021496,29469.7989279182,32267.7090970216,33840.3432155508,34088.088128227
Italy,"Life expectancy at birth, total (years)",82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098,82.1951219512195,82.6463414634146,82.7,83.7
Jamaica,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",94,89,89,94,100,100,102,106,112,120,126,186,138,130
Jamaica,GDP per capita (constant 2015 US$),4998.66718141268,5063.19380143837,5010.45967443592,5016.0313458778,5032.44263080999,5062.89556466908,5119.03971902628,5159.34337408318,5248.77402203987,5289.65492391338,4752.33342267359,4958.84581479999,5215.08607266374,5328.61624140582
Jamaica,"Life expectancy at birth, total (years)",71.979,72.245,72.405,72.435,72.357,72.214,72.052,71.879,71.606,71.532,71.452,69.085,71.481,71.479
Japan,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",6,6,6,5,5,5,5,5,5,5,4,4,5,3
Japan,GDP per capita (constant 2015 US$),32942.2020783725,33011.13423011,33518.444936892,34239.8862473683,34386.905855287,34960.6393843385,35242.1993771881,35861.9728545838,36138.5290824719,36043.7844013365,34650.7967802766,35701.4542716142,36202.639274898,36990.3301140205
Japan,"Life expectancy at birth, total (years)",82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146,84.56,84.4456097560976,83.9963414634146,84.0412195121951
Jordan,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",48,47,47,44,43,41,40,38,36,35,41,79,35,31
Jordan,GDP per capita (constant 2015 US$),4621.5742854131,4631.67703841605,4677.47613977192,4556.52023716712,4282.11872849239,4042.75678097555,3933.14704611068,3940.70199181145,3928.77026821205,3919.06426916073,3806.87949354914,3874.32707806481,3909.80226400152,3950.31227288316
Jordan,"Life expectancy at birth, total (years)",73.797,73.929,74.087,74.282,74.606,75.06,75.55,76.071,76.491,76.865,75.583,74.204,77.088,77.814
Kazakhstan,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",22,19,17,15,14,13,12,12,11,11,18,23,14,10
Kazakhstan,GDP per capita (constant 2015 US$),8704.70655484556,9223.3021336315,9531.91477617058,9959.72586930534,10226.7100539683,10196.1226255982,10151.423313302,10404.2718646317,10670.2120148279,10989.6840718388,10565.0359816235,10873.3915275276,11058.3482413407,11453.3952725363
Kazakhstan,"Life expectancy at birth, total (years)",68.257,69.108,69.939,70.719,71.415,72.024,72.549,72.996,73.369,73.658,71.195,70.131,73.503,74.402
Kenya,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",210,209,214,206,203,203,196,186,183,176,184,183,155,149
Kenya,GDP per capita (constant 2015 US$),1340.16467408856,1370.58000874482,1396.30178709756,1413.94142522583,1450.59338202277,1489.11959777284,1517.97796057742,1542.33773973372,1596.69045914945,1645.70961777862,1609.33414078281,1698.89578271444,1747.53198804428,1808.40479129677
Kenya,"Life expectancy at birth, total (years)",60.915,61.283,61.537,61.729,61.99,62.279,62.526,62.725,62.825,62.939,61.596,61.225,63.549,63.646
Kiribati,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",102,98,98,93,91,90,88,90,87,89,89,122,86,80
Kiribati,GDP per capita (constant 2015 US$),1328.78757544885,1348.060276659,1405.5027269033,1493.49114108782,1492.85058580954,1639.85274301496,1731.43693361219,1769.51190858639,1803.94864497849,1835.21962590991,1793.38536230105,1911.69443416476,1954.50275057384,2003.46946759298
Kiribati,"Life expectancy at birth, total (years)",65.859,65.896,65.908,65.898,65.869,65.831,65.799,65.787,65.807,65.866,65.205,64.148,66.269,66.473
"Korea, Dem. People's Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",77,76,76,75,73,72,71,70,69,66,66,72,67,67
"Korea, Dem. People's Rep.",GDP per capita (constant 2015 US$),289.856950614392,1542.71957174916,2654.7479890751,NA,NA,13679.6264980954,NA,10193.7727193457,NA,NA,14901.2436090623,16071.0843222933,25276.9355802471,17391.1441481102
"Korea, Dem. People's Rep.","Life expectancy at birth, total (years)",70.246,70.772,71.317,71.867,72.451,72.825,72.971,73.034,73.02,72.928,72.783,73.437,73.641,73.642
"Korea, Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",8,8,8,7,7,6,6,6,5,5,12,5,7,4
"Korea, Rep.",GDP per capita (constant 2015 US$),25455.6174843658,26191.6442615421,26680.275444870505,27399.6159477521,28100.0102759544,28737.4391706499,29467.124342556,30312.8888500809,31059.2668087927,31645.9498343307,31378.1579340648,32771.0724243229,33690.3788793046,34121.0211756766
"Korea, Rep.","Life expectancy at birth, total (years)",80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,83.2268292682927,83.4268292682927,83.5268292682927,82.6804878048781,83.4292682926829
Kuwait,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",9,8,8,8,8,8,8,8,8,7,33,75,8,8
Kuwait,GDP per capita (constant 2015 US$),32568.5149842886,33545.3460715444,33578.3308233506,32311.1795193025,31073.1534776392,29882.2126867068,29454.4421199637,27048.3705363937,26706.0190338255,26580.226300826,25541.50749746,26354.9456744811,26508.4604683157,24155.1872264077
Kuwait,"Life expectancy at birth, total (years)",77.7262195121951,78.052243902439,78.3950243902439,78.7418048780488,79.0803414634146,79.3765609756098,79.6775853658537,79.9160731707317,80.1063658536585,81.969756097561,78.7609756097561,78.7365853658537,80.5878048780488,83.1878048780488
Kyrgyz Republic,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",71,70,67,64,62,58,53,49,49,47,55,70,44,42
Kyrgyz Republic,GDP per capita (constant 2015 US$),962.764789828724,1005.48326882132,985.8472865972,1069.78404438716,1088.58223445646,1105.65202996955,1128.31625263844,1157.18284932307,1175.0713690492,1201.87701429721,1093.32864588331,1132.5546781282,1212.17821410944,1264.17439486467
Kyrgyz Republic,"Life expectancy at birth, total (years)",69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,71.2,71.4,71.6,71.8,71.9,72.0487804878049,72.2487804878049
Lao PDR,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",305,267,241,215,193,180,165,154,145,137,132,139,120,112
Lao PDR,GDP per capita (constant 2015 US$),1564.91068311647,1666.40086189871,1774.63585203672,1890.27861294875,2006.31195444447,2121.01339097363,2234.76098741846,2351.57441747595,2459.97874636195,2554.95638019245,2529.74622698761,2556.58912640405,2589.05015191628,2648.88726608035
Lao PDR,"Life expectancy at birth, total (years)",63.69,64.505,65.126,65.723,66.35,66.688,67.014,67.345,67.594,67.911,68.339,67.807,68.715,68.964
Latvia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",22,22,20,24,22,22,23,23,23,22,21,42,29,19
Latvia,GDP per capita (constant 2015 US$),10500.8666389182,11018.5153747356,11971.0108776675,12353.5388527084,12731.6774205863,13321.9753140616,13787.3367216588,14382.8613400359,15120.0696016293,15328.3861531528,14900.7294732334,16070.8728743971,16406.6490572974,16703.9018520982
Latvia,"Life expectancy at birth, total (years)",73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.580487804878,74.6292682926829,74.7829268292683,75.3878048780488,75.1853658536585,72.9804878048781,74.2780487804878,75.6780487804878
Lebanon,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",15,15,14,13,14,15,15,15,15,15,27,54,15,15
Lebanon,GDP per capita (constant 2015 US$),8955.54336184707,8936.20027462737,8920.8056984673,8443.53856528784,7830.4151113336,7714.1099998804,8019.1416913426,8305.57405425721,8388.7235123835,8064.04873416236,6440.82843092922,5973.41933892988,5909.03651555028,16220.846707282954
Lebanon,"Life expectancy at birth, total (years)",77.529,77.768,77.941,78.037,78.148,78.275,78.306,78.192,78.263,78.208,76.299,73.65,78.003,77.817
